region_id,n_pixels,min_lat,max_lat,min_lon,max_lon,centroid_lat,centroid_lon,t_minutes,shift_meters
1,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
13,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
14,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
18,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
25,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
29,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
33,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
34,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
49,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
60,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
66,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
72,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
86,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
87,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
88,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
90,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
106,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
113,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
119,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
124,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
126,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
140,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
149,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
150,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
151,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
172,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
177,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
178,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
180,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
182,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
191,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
210,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
212,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
216,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
220,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
221,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
225,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
230,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
233,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
242,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
255,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
256,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
261,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
276,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
277,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
282,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
284,0,0.0,0.0,0.27727998436489226,0.27727998436489226,0.0,0.27727998436489226,20,30866.666666666664
