region_id,n_pixels,min_lat,max_lat,min_lon,max_lon,centroid_lat,centroid_lon,t_minutes,shift_meters
1,26,44.50999999999999,44.555,-81.645,-81.63,44.535577,-81.638462,0,0.0
13,8,44.48499999999999,44.495,-84.86,-84.845,44.49,-84.85375,0,0.0
14,5,44.48499999999999,44.49,-84.815,-84.8,44.489,-84.809,0,0.0
18,6,44.405,44.415,-85.065,-85.055,44.40833299999999,-85.059167,0,0.0
25,19,44.36,44.395,-81.29,-81.27,44.37552600000001,-81.278684,0,0.0
29,54,44.325,44.37,-81.22,-81.18,44.35037,-81.200278,0,0.0
33,234,44.260000000000005,44.355000000000004,-81.335,-81.195,44.29953,-81.264209,0,0.0
34,10,44.32999999999999,44.35,-81.175,-81.16,44.3385,-81.168,0,0.0
49,26,44.2,44.235,-81.155,-81.12,44.220192,-81.137115,0,0.0
60,9,44.18500000000001,44.2,-81.11,-81.095,44.193333,-81.103333,0,0.0
66,1837,43.91,44.18000000000001,-83.27,-82.825,44.014842,-83.077964,0,0.0
72,14,44.135,44.154999999999994,-83.295,-83.27,44.144285999999994,-83.282143,0,0.0
86,167,44.04999999999999,44.135,-82.725,-82.64,44.091766,-82.677006,0,0.0
87,270,44.01499999999999,44.129999999999995,-83.38,-83.28,44.073352,-83.331556,0,0.0
88,12,44.11000000000001,44.12499999999999,-83.29,-83.265,44.11875,-83.276667,0,0.0
90,11,44.105,44.11999999999999,-82.485,-82.465,44.111363999999995,-82.473182,0,0.0
106,25,44.065,44.084999999999994,-82.505,-82.435,44.0738,-82.4698,0,0.0
113,13,44.04999999999999,44.07,-83.275,-83.255,44.062692,-83.264615,0,0.0
119,76,43.99,44.04999999999999,-82.66,-82.57,44.01499999999999,-82.618158,0,0.0
124,31,44.02,44.044999999999995,-82.835,-82.795,44.033871,-82.816613,0,0.0
126,6,44.04,44.044999999999995,-82.63,-82.615,44.0425,-82.6225,0,0.0
140,23,44.01,44.035,-82.425,-82.395,44.02434800000001,-82.40913,0,0.0
149,10,44.01,44.02,-82.49,-82.47,44.01350000000001,-82.48,0,0.0
150,228,43.905,44.01499999999999,-82.6,-82.415,43.96160100000001,-82.507697,0,0.0
151,9,44.0,44.01,-83.43,-83.405,44.003889,-83.416667,0,0.0
172,26,43.92,43.95,-83.09,-83.055,43.93538499999999,-83.074423,0,0.0
177,25,43.905,43.93000000000001,-82.62,-82.575,43.919,-82.5976,0,0.0
178,853,43.75,43.93000000000001,-81.885,-81.695,43.822128,-81.78197,0,0.0
180,147,43.85999999999999,43.925,-83.36,-83.23,43.891497,-83.293163,0,0.0
182,14,43.91,43.92,-83.12,-83.08,43.915714,-83.100357,0,0.0
191,7,43.88999999999999,43.905,-82.62,-82.61,43.898571,-82.614286,0,0.0
210,6,43.86999999999999,43.875,-83.235,-83.215,43.874167,-83.223333,0,0.0
212,5,43.85999999999999,43.86999999999999,-83.265,-83.255,43.865,-83.259,0,0.0
216,6,43.845000000000006,43.85,-83.3,-83.29,43.84749999999999,-83.295,0,0.0
220,5,43.835,43.845000000000006,-82.5,-82.495,43.84,-82.497,0,0.0
221,95,43.795,43.84,-83.605,-83.5,43.812158,-83.546053,0,0.0
225,17,43.815,43.83,-80.71,-80.68,43.822059,-80.695294,0,0.0
230,19,43.78999999999999,43.815,-80.615,-80.595,43.800263,-80.602105,0,0.0
233,16,43.785,43.80500000000001,-80.685,-80.66,43.79656200000001,-80.67375,0,0.0
242,5,43.769999999999996,43.78,-81.705,-81.695,43.77499999999999,-81.7,0,0.0
255,33,43.705000000000005,43.74,-82.43,-82.38,43.72136400000001,-82.402424,0,0.0
256,6,43.72999999999999,43.74,-80.5,-80.49,43.734167,-80.493333,0,0.0
261,7,43.70000000000001,43.71,-80.4,-80.39,43.704286,-80.393571,0,0.0
276,6,43.66,43.67999999999999,-83.835,-83.83,43.67000000000001,-83.8325,0,0.0
277,8,43.66,43.67999999999999,-83.815,-83.805,43.67000000000001,-83.81125,0,0.0
282,6,43.665,43.67499999999999,-83.755,-83.745,43.671667,-83.751667,0,0.0
284,6,43.67000000000001,43.67499999999999,-80.395,-80.38,43.6725,-80.3875,0,0.0
286,6,43.66,43.67000000000001,-82.365,-82.355,43.665,-82.359167,0,0.0
287,9,43.65,43.665,-83.8,-83.785,43.65777799999999,-83.791111,0,0.0
289,12,43.65,43.665,-83.77,-83.74,43.656667,-83.756667,0,0.0
303,12,43.629999999999995,43.65,-83.75,-83.73,43.64125,-83.741667,0,0.0
307,9,43.635,43.644999999999996,-83.8,-83.78,43.64,-83.790556,0,0.0
309,41,43.61,43.644999999999996,-81.075,-81.035,43.626585,-81.056951,0,0.0
312,25,43.615,43.64,-82.4,-82.37,43.6306,-82.3856,0,0.0
318,12,43.61,43.629999999999995,-83.84,-83.81,43.620000000000005,-83.824583,0,0.0
321,6,43.620000000000005,43.629999999999995,-83.79,-83.775,43.625,-83.7825,0,0.0
324,5,43.625,43.629999999999995,-83.405,-83.39,43.627,-83.397,0,0.0
325,17,43.6,43.625,-83.805,-83.775,43.611765,-83.791765,0,0.0
326,6,43.615,43.625,-83.76,-83.745,43.620000000000005,-83.7525,0,0.0
340,75,43.545,43.615,-83.865,-83.78,43.583067,-83.825667,0,0.0
364,12,43.58999999999999,43.6,-83.815,-83.79,43.595833,-83.8025,0,0.0
367,29,43.575,43.6,-83.5,-83.46,43.588620999999996,-83.478793,0,0.0
376,24,43.565,43.58999999999999,-83.89,-83.85,43.57812499999999,-83.869167,0,0.0
409,6,43.56,43.57,-83.74,-83.73,43.566666999999995,-83.735833,0,0.0
415,9,43.555,43.57,-82.235,-82.215,43.563333,-82.224444,0,0.0
416,50,43.52,43.57,-81.02,-80.975,43.5485,-80.9977,0,0.0
419,51,43.50500000000001,43.565,-83.895,-83.84,43.53921600000001,-83.866569,0,0.0
422,23,43.535,43.565,-83.52,-83.485,43.549565,-83.501522,0,0.0
423,22,43.540000000000006,43.565,-83.49,-83.46,43.552955000000004,-83.475,0,0.0
426,53,43.52,43.56,-83.945,-83.895,43.54113199999999,-83.918774,0,0.0
441,7,43.540000000000006,43.55,-83.79,-83.775,43.545714,-83.782143,0,0.0
446,7,43.535,43.55,-80.8,-80.79,43.542857,-80.795714,0,0.0
454,6,43.535,43.545,-83.56,-83.55,43.539167,-83.555833,0,0.0
462,6,43.525,43.535,-83.76,-83.75,43.529167,-83.755833,0,0.0
463,1314,43.355,43.535,-83.945,-83.5,43.427679,-83.696286,0,0.0
468,6,43.52,43.53,-83.825,-83.81,43.526667,-83.815833,0,0.0
485,20,43.48500000000001,43.51500000000001,-83.94,-83.915,43.5005,-83.927,0,0.0
500,6,43.49999999999999,43.510000000000005,-80.765,-80.75,43.50500000000001,-80.7575,0,0.0
503,7,43.495,43.50500000000001,-83.89,-83.875,43.498571,-83.881429,0,0.0
506,9,43.489999999999995,43.50500000000001,-83.77,-83.75,43.497778,-83.760556,0,0.0
514,15,43.455,43.495,-83.82,-83.795,43.474667,-83.805667,0,0.0
517,6,43.48500000000001,43.495,-80.77,-80.76,43.489999999999995,-80.764167,0,0.0
531,5,43.47,43.48,-83.485,-83.48,43.474,-83.483,0,0.0
541,9,43.455,43.465,-83.745,-83.72,43.459444,-83.733333,0,0.0
559,7,43.425,43.440000000000005,-83.945,-83.94,43.431429,-83.942857,0,0.0
562,7,43.42,43.435,-83.93,-83.92,43.427856999999996,-83.925714,0,0.0
591,5,43.385,43.395,-83.475,-83.465,43.39,-83.469,0,0.0
595,15,43.365,43.385,-83.865,-83.845,43.373999999999995,-83.857667,0,0.0
605,7,43.35999999999999,43.38,-83.08,-83.075,43.368571,-83.078571,0,0.0
606,10,43.355,43.375,-83.84,-83.83,43.3655,-83.834,0,0.0
611,5,43.349999999999994,43.365,-83.215,-83.21,43.357000000000006,-83.213,0,0.0
625,44,43.305,43.349999999999994,-83.7,-83.655,43.327273,-83.678409,0,0.0
632,10,43.32,43.345,-83.295,-83.285,43.3315,-83.2905,0,0.0
636,5,43.325,43.339999999999996,-83.095,-83.09,43.331,-83.094,0,0.0
643,6,43.3,43.32,-83.725,-83.72,43.309167,-83.721667,0,0.0
647,31,43.275,43.31,-83.675,-83.64,43.290968,-83.658226,0,0.0
649,23,43.269999999999996,43.3,-83.72,-83.69,43.288913,-83.702609,0,0.0
652,18,43.265,43.295,-83.76,-83.735,43.278333,-83.747778,0,0.0
654,7,43.28,43.29,-83.635,-83.62,43.283570999999995,-83.627143,0,0.0
669,26,43.225,43.269999999999996,-83.68,-83.66,43.246154,-83.670962,0,0.0
677,21,43.225,43.26,-83.725,-83.695,43.24547599999999,-83.710476,0,0.0
689,9,43.23,43.25,-83.43,-83.42,43.241111000000004,-83.426111,0,0.0
695,2208,42.86,43.245,-83.725,-83.445,43.07247699999999,-83.577231,0,0.0
700,7,43.225,43.24,-83.395,-83.385,43.233571,-83.390714,0,0.0
703,7,43.22,43.235,-83.755,-83.75,43.228570999999995,-83.752143,0,0.0
708,34,43.18,43.23,-83.845,-83.81,43.210294,-83.822206,0,0.0
728,58,43.145,43.199999999999996,-83.88,-83.84,43.17560300000001,-83.856638,0,0.0
730,6,43.18,43.199999999999996,-83.79,-83.785,43.190000000000005,-83.7875,0,0.0
732,36,43.13999999999999,43.199999999999996,-83.79,-83.76,43.161528,-83.77375,0,0.0
739,21,43.13999999999999,43.18,-83.9,-83.88,43.162619,-83.889524,0,0.0
740,23,43.13999999999999,43.175,-83.825,-83.8,43.15260899999999,-83.815,0,0.0
742,8,43.15999999999999,43.175,-83.8,-83.79,43.1675,-83.79375,0,0.0
754,21,43.10499999999999,43.145,-83.755,-83.735,43.125238,-83.745714,0,0.0
756,7,43.12,43.13999999999999,-83.875,-83.87,43.13071399999999,-83.871429,0,0.0
759,8,43.10499999999999,43.13499999999999,-83.725,-83.72,43.118125,-83.724375,0,0.0
762,16,43.099999999999994,43.13,-83.775,-83.76,43.115,-83.76625,0,0.0
767,11,43.085,43.115,-83.79,-83.78,43.102727,-83.783636,0,0.0
773,8,43.085,43.10499999999999,-83.895,-83.89,43.095,-83.8925,0,0.0
782,14,43.055,43.095,-83.77,-83.765,43.07500000000001,-83.7675,0,0.0
792,14,43.05,43.08,-83.755,-83.74,43.064643,-83.747857,0,0.0
811,5,43.039999999999985,43.055,-84.02,-84.015,43.048,-84.019,0,0.0
812,6,43.035,43.055,-83.885,-83.88,43.04666700000001,-83.884167,0,0.0
856,5,42.925,42.935,-83.41,-83.405,42.931000000000004,-83.407,0,0.0
860,5,42.92,42.93,-83.485,-83.48,42.92600000000001,-83.482,0,0.0
869,99,42.83500000000001,42.92,-83.425,-83.34,42.87005099999999,-83.376263,0,0.0
875,12,42.89,42.91,-83.515,-83.5,42.900833,-83.504583,0,0.0
894,12,42.87,42.88,-83.555,-83.54,42.87500000000001,-83.5475,0,0.0
896,6,42.86,42.87,-83.42,-83.405,42.865833,-83.413333,0,0.0
899,20,42.83,42.855,-83.74,-83.705,42.84425,-83.72525,0,0.0
901,9,42.83500000000001,42.855,-83.515,-83.505,42.845,-83.511667,0,0.0
925,14,42.8,42.815,-83.45,-83.425,42.806429,-83.436429,0,0.0
943,329,42.57,42.699999999999996,-84.165,-83.995,42.631139999999995,-84.082523,0,0.0
955,6,42.67,42.68000000000001,-84.155,-84.145,42.675833000000004,-84.15,0,0.0
957,6,42.665,42.68000000000001,-84.005,-83.995,42.674167,-84.0,0,0.0
958,10,42.66,42.68000000000001,-83.99,-83.975,42.671,-83.985,0,0.0
959,6,42.665,42.675,-84.19,-84.175,42.668333000000004,-84.183333,0,0.0
966,17,42.64,42.665,-83.055,-83.04,42.653235,-83.047059,0,0.0
1003,5,42.56,42.57,-84.1,-84.09,42.565,-84.095,0,0.0
1065,5,42.045,42.050000000000004,-84.335,-84.32,42.048,-84.328,0,0.0
1077,2469,41.63,42.04,-84.74,-84.27,41.869502,-84.494186,0,0.0
1087,6,42.005,42.015,-84.465,-84.455,42.009167,-84.46,0,0.0
1115,14,41.895,41.915,-84.655,-84.63,41.906786,-84.645357,0,0.0
1124,6,41.88999999999999,41.895,-84.685,-84.665,41.893333,-84.675833,0,0.0
1143,516,41.69499999999999,41.845,-85.055,-84.885,41.762655,-84.959981,0,0.0
1154,11,41.795,41.81,-84.77,-84.75,41.801364,-84.760455,0,0.0
1159,58,41.74999999999999,41.795,-84.765,-84.705,41.775172,-84.738793,0,0.0
1170,11,41.74,41.755,-85.115,-85.09,41.74909100000001,-85.098636,0,0.0
1174,110,41.71,41.74999999999999,-84.825,-84.74,41.732545,-84.783818,0,0.0
1191,10,41.69499999999999,41.705,-84.805,-84.785,41.7005,-84.7955,0,0.0
1192,1122,41.47,41.70000000000001,-85.415,-85.01,41.59890800000001,-85.244461,0,0.0
1201,30,41.665000000000006,41.69,-84.88,-84.835,41.679333,-84.8605,0,0.0
1214,21,41.66,41.68,-84.835,-84.79,41.672380999999994,-84.810238,0,0.0
1225,12,41.65,41.665000000000006,-84.81,-84.775,41.657083,-84.791667,0,0.0
1258,115,41.56,41.63,-84.7,-84.625,41.587956999999996,-84.664391,0,0.0
1273,7,41.595,41.605,-84.855,-84.84,41.600714,-84.848571,0,0.0
1278,46,41.58,41.6,-84.98,-84.91,41.590978,-84.948043,0,0.0
1280,10,41.58500000000001,41.595,-84.91,-84.885,41.588,-84.897,0,0.0
1284,30,41.56499999999999,41.58500000000001,-84.85,-84.79,41.57449999999999,-84.823333,0,0.0
1286,6,41.57000000000001,41.58,-85.16,-85.145,41.575,-85.1525,0,0.0
1299,5,41.55500000000001,41.56499999999999,-85.13,-85.12,41.561,-85.125,0,0.0
1300,23,41.54999999999999,41.56499999999999,-85.05,-85.0,41.55587,-85.028261,0,0.0
1308,50,41.515,41.56,-84.735,-84.68,41.5375,-84.7097,0,0.0
1313,5,41.545,41.55500000000001,-84.825,-84.82,41.54999999999999,-84.822,0,0.0
1315,10,41.53,41.54999999999999,-85.395,-85.38,41.538999999999994,-85.3885,0,0.0
1320,3904,40.825,41.545,-85.65,-85.055,41.192669,-85.349106,0,0.0
1328,10,41.53,41.535000000000004,-84.985,-84.955,41.532,-84.9695,0,0.0
1330,6,41.52,41.53,-84.95,-84.94,41.525833,-84.943333,0,0.0
1345,7,41.475,41.495,-85.235,-85.225,41.485,-85.231429,0,0.0
1353,7,41.46,41.47,-85.03,-85.01,41.465,-85.019286,0,0.0
1355,7,41.445,41.46,-85.265,-85.255,41.450714,-85.262143,0,0.0
1363,20,41.43,41.445,-85.005,-84.96,41.43675,-84.9845,0,0.0
1379,8,41.39999999999999,41.41,-85.115,-85.095,41.405625,-85.105625,0,0.0
1381,17,41.394999999999996,41.405,-84.94,-84.895,41.402059,-84.919412,0,0.0
1386,12,41.37,41.385,-84.83,-84.81,41.37874999999999,-84.819583,0,0.0
1391,88,41.28499999999999,41.35,-85.04,-84.96,41.321989,-85.004489,0,0.0
1402,5,41.28499999999999,41.295,-85.015,-85.01,41.289,-85.013,0,0.0
1409,162,41.22,41.275,-85.15,-85.025,41.251111,-85.089259,0,0.0
1421,12,41.215,41.23500000000001,-85.18,-85.165,41.22458300000001,-85.174583,0,0.0
